Sun Dec 29 21:02:59 NOVT 2024,8,256000,4
Sun Dec 29 21:03:09 NOVT 2024,8,256000,4
Sun Dec 29 21:03:19 NOVT 2024,8,256000,4
Sun Dec 29 21:04:21 NOVT 2024,8,256000,4
Sun Dec 29 21:04:30 NOVT 2024,8,256000,4
Sun Dec 29 21:04:40 NOVT 2024,8,256000,4
Sun Dec 29 21:04:50 NOVT 2024,8,256000,4
Sun Dec 29 21:05:00 NOVT 2024,8,256000,4
Sun Dec 29 21:05:10 NOVT 2024,8,256000,4
Sun Dec 29 21:05:20 NOVT 2024,8,256000,4
Sun Dec 29 21:05:30 NOVT 2024,8,256000,4
Sun Dec 29 21:05:40 NOVT 2024,8,256000,4
Sun Dec 29 21:05:50 NOVT 2024,8,256000,4
Sun Dec 29 21:06:00 NOVT 2024,8,256000,4
Sun Dec 29 21:06:10 NOVT 2024,8,256000,4
Sun Dec 29 21:06:20 NOVT 2024,8,256000,4
Sun Dec 29 21:06:30 NOVT 2024,8,256000,4
Sun Dec 29 21:06:40 NOVT 2024,8,256000,4
Sun Dec 29 21:06:48 NOVT 2024,8,256000,4
